Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Actual sentence
1972,3VMHWJRYHUFB4G0NGCZ1PM3VQZEXFH,3.8,4.8,4.8,25,136,48,6.08,64,"""He's been a model citizen. He was willing to die for his country in the service and this is how he's getting repaid?"" Theriot-Orr said."
1973,3EQVJH0T4ZKO1VI96SM434U2TI3HTG,4.8,4.8,4.4,8,61,18.75,7.875,87.5,"""He's been just extraordinarily well received by colleagues."""
1974,3R5LWXWHRZ7HIGWIRW5J7737REEXGG,3.4,4.6,3.4,20,113,62.5,5.4,55,"He ""seems to have support across a number of constituencies. And I like his views on city planning,"" Yeoman said."
1975,3R5OYNIC2B8GECGXP5U9CDWTF9DPTT,5.8,5.8,2,23,141,69.56521739,6.260869565,73.91304348,He's filed a complaint in U.S. District Court in Yakima seeking citizenship based on his military service and good conduct while living here.
1976,3UAU495MIHRDTPJLAA74S9D5OIOUO8,5.2,5,4.6,27,165,62.96296296,5.444444444,59.25925926,"He sneaked back into the country Sept. 21 and took refuge in the Brazilian Embassy in Tegucigalpa, where he has remained, the compound surrounded by Honduran troops."
1977,3SBX2M1TKCMHX32MAH8Q4AAB46I4Q3,4.6,4.4,5.8,9,56,11.11111111,5.333333333,77.77777778,"""He's not coming back,"" she recalled telling her mother."
1978,3BA7SXOG1IPIS54OZZN3QC0L2EFR8X,5,4.8,4.2,19,141,63.15789474,1.842105263,68.42105263,"He's plainly right, this Nutt, when he says that the government's attitude to cannabis is counter-productive, ill-informed and vote-grabbing."
1979,3A9LA2FRWRDVICRTB2N1S7F86ERXHF,5,4.8,4.2,17,105,82.35294118,4.294117647,70.58823529,"He started with two former Treasury officials, Press secretary Mike Ellam and chief of staff Tom Scholar."
1980,33W1NHWFYGKASGI3CESB3BY7P8JTZH,4.4,5.2,6,26,154,53.84615385,5.346153846,65.38461538,"""He's used the mayor's office to advance policies that have affected the world beyond San Francisco, and he's going to continue to do that,"" Ballard said."
1981,3KWGG5KP6I1T7SH9B37R6Z2UMI2CM1,4.2,3.8,5.8,5,26,50,2.6,60,"""He's won on both counts."""
1982,3VCK0Q0PO4DFVI7TBOT7ODPTIJFN0J,4.8,5.6,3.4,19,116,52.63157895,4.789473684,63.15789474,He then hinted the team that they should take into account the high-frequency vibration when the engine was running.
1983,3O2Y2UIUCPT5KG1GHTKCZSVTUQZFKA,4.2,5.4,4.6,15,75,66.66666667,6.4,60,"He then made his way to Mexico City and boarded a plane to London, England."
1984,3MG8450X2N9VEPVMPAKJH9IVYNKUPP,4,4,4.2,18,93,50,5,38.88888889,He then passed it on without quoting -- or even identifying -- a single one of these experts.
1985,3UY4PIS8QQKF27SB77X72I83NBLN1M,6.2,5.6,4.2,16,90,65.625,5.3125,56.25,"He then worked on nuclear test-ban projects before joining the UN in 1998, said the CTBTO."
1986,3SU800BH85RGE1W1PNZ8HE853J6UQG,4.6,5,4,17,100,50,3.705882353,64.70588235,"He told a television interviewer Friday that ""it is not a certainty"" that Zelaya will be reinstated."
1987,3HEADTGN2ORG3H017SYDIQKTDCHRV3,3.8,5.8,4.2,21,105,50,5.142857143,61.9047619,"He told The Mail on Sunday: 'I'm sure my children have tried drugs. In fact, some have told me they have."
1988,33QQ60S6ARHSQ8R28P5T28HNQF7U0H,4,5,2.4,10,60,30,5.6,60,He told them he would be night-flying the following evening.
1989,3HXCEECSQLS692HXMKFABSQM4A2ZYD,4.4,4,4.6,26,140,51.92307692,3.923076923,61.53846154,"He told the police, for example, that he could provide proof of citizenship; Chaudhry said he only meant to show he was in the U.S. legally."
1990,36U4VBVNQNCGQ2B122O8M4IAZ58URH,4,4.4,2.8,4,23,37.5,3.25,50,He visited three times.
1991,3MWOYZD5WUN0YZZCD9VIEELBGMUON9,1.8,5.4,3.8,18,91,52.77777778,9.944444444,55.55555556,"""He walks around and picks up scrap metal and takes it to junkyards to make a few pennies."""
1992,32CAVSKPCDOSXXCK489TGD0XV7DU1K,5.4,5.2,5.4,25,132,60,8.4,68,"""He walks around and picks up scrap metal and takes it to junk yards to make a few pennies,"" said police spokesman Lt Thomas Stacho."
1993,3GITHABACXKMRSA7QBXL71I8FHZN23,5.2,5.8,4.8,16,80,68.75,5.5625,56.25,He was a disruptive student who once threw a flaming ball of paper at a teacher.
1994,3KLL7H3EGC03ENMYBNMJ4MINQ3JHVW,3.6,4.6,4.6,7,35,71.42857143,5.857142857,57.14285714,He was a master of PR machinations.
1995,36BTXXLZ2U7H94HMNWXQ90KG0SK4R4,5.2,4.6,4,16,108,78.125,3,75,"""He was a 'people's scientist' with firm political belief and pure moralities,"" researcher Yu Jingyuan said."
1996,34R3P23QHR0GTCM31XRFQO11XCLHW6,4.8,4.8,4.6,14,93,78.57142857,4.642857143,64.28571429,"""He was a true science leader and master with brilliant scientific and philosophic thinking."""
1997,3RZS0FBRWJ9ZSVEM3JZJN3WPRNDCPX,3.2,3.8,4.6,9,49,50,3,55.55555556,"""He was crazy,"" she said from her porch Saturday."
1998,31KSVEGZ33RTI606X2394S37KLJRWD,4.4,5.4,3.8,6,45,58.33333333,2.833333333,66.66666667,"He was entertaining, personable and pleasant."
1999,3XDSWAMB21RKS7F13WE8N8MZWJZCQO,2,3.8,5.4,10,49,20,4.3,50,"""He was flying, just like he liked to,"" she said."
2000,322ZSN9Z5FJUPJUERL2L9FLYODH4TH,5.2,4.2,2.4,7,40,35.71428571,5.571428571,57.14285714,He was honorably discharged in May 2006.
2001,3SSN80MU8BNMK2S1HNQY5ZV0YVVXKJ,5.2,4.6,3.6,15,82,70,4.866666667,46.66666667,He was intrigued by one tract near downtown and one closer to the Museum District.
2002,34O39PNDK571U32V2B7DHEQMAK0RBW,3,5,5,26,152,46.15384615,4.576923077,61.53846154,"""He wasn't mechanically inclined, so we were particularly proud of him, because he had to master an awful lot,"" said David Leigh, who lives in Belgrade."
2003,3SR6AEG6W4SKIHH3GY93BLMH8KLHY5,3,3.2,3,3,13,33.33333333,5.333333333,66.66666667,He was right.
2004,307L9TDWJXRBCA6QUBBQQBN0LVZN3E,5.6,4.6,4.2,47,254,78.72340426,5.255319149,44.68085106,He was sacked as sports minister at the end of 2004 in the midst of an audit into his financial dealings -- perhaps one reason for a streak of animus that runs through the book -- and replaced by a Communist Party apparatchik with no sporting experience.
2005,3PKVGQTFIGJX7BV6C3LXPPONVTJRYC,5.4,5.2,3.8,18,109,63.88888889,5.277777778,66.66666667,"He was taken into custody Friday in Atlanta, Georgia, and was extradited to Arizona on Saturday, police said."
2006,3PZDSVZ3J4GWU6PUUPG90GF6ZVVN4Z,5,6,2.2,10,45,55,10.4,50,He was the pilot shot down in Bosnia in 1995.
2007,302OLP89DY6S5R8KE0HMX87US1DACF,4.2,5,3.8,21,114,71.42857143,5.285714286,61.9047619,"He was treated like a rock star at his town hall meetings, but despised the long hours of fundraising phone calls."
2008,38LRF35D5KVO70QZRCNC46FUTRRU3C,2.4,3.8,6,7,36,14.28571429,4.571428571,71.42857143,"""He was yelling. It was pretty bad."""
2009,3ZXNP4Z39QK3PT4SKAY1Q0VRL2L7L1,3.4,5.2,5.2,27,142,50,5.888888889,40.74074074,"""He went off on her, started hitting her, and then it was on. They pulled a train (a gang initiation-style rape, one after the other) on her."""
2010,3NKW03WTLL6T65L6KNE9Z2T2OZGWQG,3,3.6,3.4,8,38,43.75,6.375,62.5,He will face court again on January 7.
2011,3XBXDSS887IX48AJ2N2ZKZ8FNV0XLM,5.4,5.4,3.8,40,229,52.5,4.95,65,"He will have to report daily to police, is not allowed out between 9pm and 6am, cannot consume alcohol or enter a licensed premises, must surrender his passport and not have any direct or indirect contact with the alleged victim."
2012,31S7M7DAGFPQNR1ZXD12VWN9AZBLTQ,5.6,6.4,2.6,22,136,63.63636364,4.363636364,63.63636364,"He will supply a $1 billion loan for ""supplemental liquidity"" that can be used as bankruptcy financing, the New York-based company said."
2013,3AC6MFV69JHKN7R8CKBMPSVJEEPHZW,4,4.4,5.4,10,48,40,4.6,40,He wrote down (at least some of) what they said.
2014,31KSVEGZ33RTI606X2394S37KLIWRH,2.2,4.2,3.6,12,70,62.5,6.5,58.33333333,"Hey Folks,  I applied chili555's suggestion and it works like a charm."
2015,3NOEP8XAU31NVTPHUFV61GHZS51PXC,1.6,2.2,5.2,8,49,50,2,87.5,"Hey, GOP elites: Can you hear conservatives NOW?!"
2016,31GN6YMHLOR5JL0JCR3EU2836N1WS5,1.4,1.8,3.8,10,55,65,3,70,"Hey guys, perhaps this is a very silly question, but..."
2017,3XQ4XW3OD8BJ752CY7E76VSE2G7S2K,1.4,5.4,3.4,12,61,66.66666667,8.833333333,50,Hey-  I ma having an issue with Open Office crashing on exit.
2018,38XPGNCKHSZ92BY3WG20AX9JLYX4VX,3,3.8,3.2,13,72,57.69230769,3.076923077,61.53846154,"hey Louise,    many congratulations to you - i have sent you forum mail."
2019,3SCKNODZ0WFTDT7DWNEG3SZGQXLN7J,2.4,2.4,1.8,2,10,50,0,100,Hey there.
2020,3UYRNV2KISYXD7CW6S6MHSVB1HRN86,1.6,4,2.8,9,41,55.55555556,7,66.66666667,Hey this post have helped me quite a bit.
2021,3ROUCZ907ETIGKZOEOVVT3LG6WZOOO,1.8,1.4,2.2,1,4,50,0,0,hi..
2022,36QZ6V1588CSRHBEHRODCEN6L7RUS5,1.6,1.8,2.4,1,3,0,0,0,Hi!
2023,356ZPKYPUGGCVYFRZBH8KUO8UBVPYI,1.6,1.8,2.6,1,3,100,0,100,Hi.
2024,3CVDZS288GZ0A41J25XSE5NXJVUFMF,1.8,2.2,5.8,1,5,100,0,100,Hi...
2025,3HFWPF5AK8I8SNYV27SCP5X68U7S3V,2.2,3.2,3.6,6,29,50,2.666666667,83.33333333,Hi ADK-  I love Martha's too!
2026,31J7RYECZKPPE7PQVUHSPQ4EIGLL1I,3.4,2.6,3.2,10,49,65,4.9,40,"Hi all,  I have a question on BitTorrent and Tor."
2027,367O8HRHKF7TAJHZ2LXVZAPCMU3S4G,1.4,2.2,4.8,9,42,66.66666667,5.111111111,44.44444444,"Hi all, I have a trouble with Gnome panel."
2028,32FESTC2NGPCK0MIK5YDX9JOZ45CUT,2,5.6,2.4,11,54,54.54545455,2.636363636,45.45454545,"Hi all,  i just installed hoarty in my tibook 667 mhz."
2029,3XBYQ44Z6O36YLDY1R84474P86FWTU,2.4,4.4,3.8,19,101,78.94736842,4.526315789,52.63157895,"Hi all,    Looking to treat my husband to a helicopter trip round New York for his 30th this October."
2030,3P520RYKCG5RLFD35VB5J3DE7NIU52,1.4,5.2,2.8,13,70,53.84615385,4.076923077,53.84615385,"Hi all,      Me and my boyfriend will be visiting New York in october!"
2031,3DGDV62G7N8MUDMK6QADBQN3FW12PF,2.6,5.2,5.2,13,71,61.53846154,4.384615385,53.84615385,"Hi All,    Will be heading out to Montauk for my birthday next weekend."
2032,3ZICQFRS30H6ESR2I6HTPZZOA46ZZ4,3.2,4,4,6,30,75,1,50,"Hi, and welcome to the Forums."
2033,3YZ7A3YHR4SB62LZGQG542VQMQYS5L,3.8,4,2.8,7,47,71.42857143,4.857142857,85.71428571,Hi Carontis:  Does the machine boot completely?
2034,37NXA7GVSS550J5O281HWEBU7KRLV6,4,5.4,3.4,8,55,43.75,3.625,87.5,Hicks said her daughter would not be trick-or-treating.
2035,3RTFSSG7T75IF85TSI6DIGU8ETTLWG,4.8,5.4,4,22,121,54.54545455,4.681818182,59.09090909,Hicks said she didn't think Sowell had a job but understood from conversations with him that he lived on a monthly check.
2036,3JUDR1D0D5Q7UPNZ63P2BVDDKSN2Q6,2,1.6,2.8,2,11,50,1,50,Hi element!
2037,382GHPVPHRQPQ2WKC6WUR2H0UFD43B,2.2,6.4,3.8,128,810,66.015625,5.5,64.84375,"Hi everyone,  I've installed ubuntu breezybadger and upgraded up to Ubuntu 6.06 LTS a couple of days ago, on my machine with 4 Intel Xeon cpus (2.66Ghz); just yesterday I've upgraded the kernel (which was originally -386) to 2.6.15-26-686 in order to exploit the multiprocessor architecture  everything was working very well; SO well that I finally launched the execution of four numerical simulations (scientific work)      a couple of hours ago I was working on the machine (while the four jobs were running smoothly since 20 hours) when it suddenly froze up completely     screen frozen, keyboard frozen, mouse pointer frozen, alternate screens inaccessible, network interface frozen (no ping from remote): death of the system  I've never seen such a horrible freeze in many years of heavy work with linux&c"
2038,37SOB9Z0SRWLOA35IYVBDJJBG0ZL3A,1.8,1.2,2.4,9,55,50,4,77.77777778,"Hi, first thanks for what you've done researching gc89."
2039,3G5RUKN2EB2XRCV6BKC0HOQMLN9N9V,1.8,2.2,5.2,2,19,0,1.5,100,Highly recommended!
2040,3NCN4N1H1FGGF5A394QW8ULC9NCNB5,5.4,4.8,4.2,21,127,73.80952381,4.19047619,71.42857143,"High school teacher Irv Pass, who voted near Reliant Park, said he appreciated Parker's honesty at debates and in news stories."
2041,3HO4MYYR11NN4JDHAELAB9RE3ITU6I,1.8,5.2,1.8,14,58,60.71428571,3.357142857,35.71428571,"hi guys , i have the same harddrive ( WD passport 160 gb )"
2042,32CXT5U14F2A8XW53TI8VNN59DJU84,2.6,5.6,3.6,50,267,55,4.74,58,"hi guys,  i understand that clem-vangelis got the solution to this problem (i am also using WD250 GB), however, he mention that we need to use /dev/sda1 or something to show where the external USB hard disk is, and i think that my current PC setting is not like that."
2043,3VI0PC2ZAXJ5ATDGFFIRCGC9I05XO3,3.4,3,4.6,59,288,50.84745763,4.86440678,50.84745763,"Hi, I am new to Ubuntu, I honestly love it, I looking forward for the switch to Linux, my only issue so far is with my Thinkpad t40 2373 - 237375U with the wireless driver, it doesn't recognize my wireless, if some one could tell me where can I find a driver for it, or work a way around."
2044,3WKGUBL7SYL666M9IC0UNOBHU0VL4V,1.8,5,3.6,36,165,62.5,5.083333333,44.44444444,"Hi    I am planing a visit to 1000 islands in the beginning of may,  and I plan to stay for a night in the aread before i i continue my trip headed to new york city."
2045,3YO4AH2FPCJ0YFKLRGLOS7KYNU2Q09,2.2,3.8,3.4,15,71,40,7.8,60,"Hi,  I have a thinkpad t41 and I'd like to get my wireless working too."
2046,3SMIWMMK604LYYSN1WYE93QRRKMWUL,3.6,4.2,5,14,73,57.14285714,3.428571429,64.28571429,"Hi,  I have the same problem, werefore i searched this forum a while ago."
2047,3QI9WAYOGPA7P6LDL9QAW89QIL9S61,1,2.2,4.6,6,30,58.33333333,7,83.33333333,"Hi, I've got the same problem."
2048,336OE47KI1JLBDHN6M8J5PSA5RVWVA,3,5,3.8,21,113,45.23809524,3.428571429,52.38095238,"hi, i would like to contribute a bit to the existing workarounds and also ask for help for fully implementing it."
2049,3YLPJ8OXX7C1603YWV3IYI641954X0,4.6,3.6,2.4,7,39,42.85714286,3.428571429,71.42857143,"Hi Johne,   What machine are you using?"
2050,39KMGHJ4RY9CAMFMAIR9D1TGAQ500M,3.2,5.2,4,27,153,57.40740741,6.074074074,59.25925926,"hi, just wanted to say that this script is currently broken in hardy (just upgraded) with the old error of reproducing more and more instances of itself."
2051,3X4Q1O9UBGLBVE7PX2ETIHZLG7Q7OI,6.2,6.2,2.6,34,215,76.47058824,5.205882353,76.47058824,Hillary Clinton turned U.S. pressure on Palestinian President Mahmoud Abbas on Saturday when she endorsed Israel's view that its expansion of settlements on occupied land should not be a bar to resuming peace talks.
2052,3NOEP8XAU31NVTPHUFV61GHZS51XPK,2.8,4,3,20,104,75,5.4,60,"Hi Matthew - I have one other report of ""BUG: soft lockup on CPU#0"" although it was a different machine."
2053,39KV3A5D176QT6ZI4JV22M9MDWTS70,1.2,1.2,2.4,2,6,25,1,0,Hi me.
2054,3T2EL38U0LJ8V5QWUSAV1L79X1NXQB,1.4,2.2,4.2,6,31,58.33333333,3.666666667,66.66666667,"hi, my system is ubuntu feisty."
2055,3B623HUYJ3PUTK41EON8GM5HOGZS8N,4.8,5.2,3.8,30,171,58.33333333,7.566666667,66.66666667,"His boats were little more than plywood matchboxes, but Bulkeley had kept them active long after the rest of America's Navy and Air Force had been destroyed or driven off."
2056,3PN6H8C9R3P2AJEYEWCXHEPCD1PADF,5.6,6.2,3.6,9,50,72.22222222,7.444444444,66.66666667,His body was discovered last Tuesday at about 8pm.
2057,33CLA8O0MHAR7KEB7DT904H7PISRFE,5.4,5.6,4.2,25,135,62,4.76,56,"His campaign manager Satar Murad said the candidate might still change his mind, but that ""as of now"" he planned to call for a boycott."
2058,3IH9TRB0FAYNO6HKARKFXACM1CRI11,5.4,3.2,3,3,19,50,2,66.66666667,His citation reads:
2059,386659BNTKGCHB0461V9R6CQFIB01P,5.2,4.8,4.2,11,64,86.36363636,6,54.54545455,His comments came in an address to foreign journalists in Tokyo.
2060,3XWUWJ18TKP86U3I6WJDRF5U64CUUL,5.6,5.6,2.2,34,197,76.47058824,5.088235294,50,"His comments come after the demand for $7m (£4.2m) for the safe return of Paul and Rachel Chandler, the British couple taken hostage nine days ago as they travelled from the Seychelles to Tanzania."
2061,30Z7M1Q8UXJQTOI7XO1HVMBB2AT8A8,5.2,4.8,3.4,41,270,74.3902439,4.414634146,63.41463415,"His comments were echoed by a spokesperson for the Government Office for Science, part of Lord Mandelson's Department for Business, Innovation and Skills, who said it was ""vitally important that scientists are able to give objective and independent advice to ministers""."
2062,37Y5RYYI0O4K8L59MWZ0WLMAFP8XS0,5.8,5.8,4.4,26,164,71.15384615,4.076923077,65.38461538,His conceptualization of the Worgen starting zone from the upcoming WoW: Cataclysm expansion is one of the most impressive gourd-based works of art we've ever seen.
2063,3UQVX1UPFRGJ6WI0P5VNWPMV7OP026,4,5.2,3,10,53,80,1.6,70,"His co-pilot, Lt. Adam Bryant, 28, is from Crewe, Va."
2064,3XUSYT70IS0696GGMUF4S8DZ4FDD0R,4.4,4.4,4.2,18,97,50,7.5,55.55555556,"His critics contended that he was attempting to extend his time in power, a charge he has denied."
2065,3PCPFX4U4ZPRVJZBUY49VE72TWRFQ2,5,6,3.8,32,172,67.1875,5.84375,59.375,"His departure to Brussels would be a boon for Balls, the schools secretary, who is Brown's most loyal henchman and who has made no secret of his ambition to lead the party."
2066,3XD2A6FGFMTU7PNBJGTMGI0S8MHS9C,5.4,5,3.6,36,253,70.83333333,2.972222222,58.33333333,"His dynamic forcefulness and daring in offensive action, his brilliantly planned and skillfully executed attacks, supplemented by a unique resourcefulness and ingenuity, characterize him as an outstanding leader of men and a gallant and intrepid seaman."
2067,3A520CCNWMZ72PSYARNHNW7XDDQAE8,3.2,5.2,5,10,70,65,3,70,"His enemies, including major landowners, branded him a thuggish thief."
2068,35A1YQPVFDFMCOI3BEMR00P3DSX5I7,4.2,3.8,4.8,15,90,73.33333333,6.466666667,66.66666667,"His gaze focused, Fandi stood for better leverage, extending two long oars into the water."
2069,33J5JKFMK5XWF7JIA337U5I5Q6MQ34,4.4,5,3.4,17,106,70.58823529,5.235294118,70.58823529,His idea centers on a high-tech holographic technique he's been testing for use with other musical groups.
2070,306W7JMRYXXVCYNZ321DQXVHKSE8B3,5,5.2,3.2,22,154,77.27272727,2.909090909,77.27272727,"His ideas include merging Houston's police academy with HCC's, sharing traffic duties with Metro's transit police, and combining jails with Harris County."
2071,3S1L4CQSFW4Z83SU527N5ESXPE5AFQ,3.4,5.4,2.8,15,74,73.33333333,4.4,46.66666667,"His line for the night was 22 points, 8 rebounds, 4 assists, and 3 steals."
2072,3TLFH2L6Y8NKM5FRN7JXG0O04ZM2TK,4.6,4.8,1.8,26,170,78.84615385,3.730769231,53.84615385,"His longtime girlfriend, Darla Lexington, oversaw the corporation in charge of the collection and usually accompanied him on his trips to car auctions around the country."
2073,3EFNPKWBMRN8REEJT59SFZRND2P03H,4.2,5.6,5.8,33,183,65.15151515,3.636363636,57.57575758,"His longtime PR guru, the late Bob Jones, once told me that whatever kind of business contract Michael Jackson signed, he was instructed to announce it to the public by adding a zero."
